Ticker,Form Type,Filed Date,Reporting Date,URL,Accession Number,Query,quarterly_raw_eps,quarterly_diluted_eps
CTSH,10-Q (Quarterly report),2021-07-29,2021-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829021000212/ctsh-20210630.htm,0001058290-21-000212,CTSH/0001058290-21-000212,0.97,0.97
CTSH,10-Q (Quarterly report),2021-05-06,2021-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829021000103/ctsh-20210331.htm,0001058290-21-000103,CTSH/0001058290-21-000103,0.95,0.95
CTSH,10-Q (Quarterly report),2020-10-29,2020-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829020000137/ctsh-20200930.htm,0001058290-20-000137,CTSH/0001058290-20-000137,0.64,0.64
CTSH,10-Q (Quarterly report),2020-07-30,2020-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829020000048/ctsh-20200630.htm,0001058290-20-000048,CTSH/0001058290-20-000048,0.67,0.67
CTSH,10-Q (Quarterly report),2020-05-08,2020-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829020000033/ctsh-20200331.htm,0001058290-20-000033,CTSH/0001058290-20-000033,0.67,0.67
CTSH,10-Q (Quarterly report),2019-10-31,2019-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829019000036/ctsh2019930-10q.htm,0001058290-19-000036,CTSH/0001058290-19-000036,0.9,0.9
CTSH,10-Q (Quarterly report),2019-08-01,2019-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829019000026/ctsh2019630-10q.htm,0001058290-19-000026,CTSH/0001058290-19-000026,0.9,0.9
CTSH,10-Q (Quarterly report),2019-05-03,2019-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829019000017/ctsh2019331-10q.htm,0001058290-19-000017,CTSH/0001058290-19-000017,0.77,0.77
CTSH,10-Q (Quarterly report),2018-10-30,2018-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829018000042/ctsh2018930-10q.htm,0001058290-18-000042,CTSH/0001058290-18-000042,0.82,0.82
CTSH,10-Q (Quarterly report),2018-08-02,2018-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829018000028/ctsh2018630-10q.htm,0001058290-18-000028,CTSH/0001058290-18-000028,0.78,0.78
CTSH,10-Q (Quarterly report),2018-05-07,2018-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829018000015/ctsh2018331-10q.htm,0001058290-18-000015,CTSH/0001058290-18-000015,0.89,0.88
CTSH,10-Q (Quarterly report),2017-11-01,2017-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829017000044/ctsh2017930-10q.htm,0001058290-17-000044,CTSH/0001058290-17-000044,0.84,0.84
CTSH,10-Q (Quarterly report),2017-08-03,2017-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829017000029/ctsh2017630-10q.htm,0001058290-17-000029,CTSH/0001058290-17-000029,0.8,0.8
CTSH,10-Q (Quarterly report),2017-05-05,2017-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829017000020/ctsh2017331-10q.htm,0001058290-17-000020,CTSH/0001058290-17-000020,0.92,0.92
CTSH,10-Q (Quarterly report),2016-11-07,2016-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829016000076/ctsh2016930-10q.htm,0001058290-16-000076,CTSH/0001058290-16-000076,0.73,0.73
CTSH,10-Q (Quarterly report),2016-08-05,2016-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829016000074/ctsh2016630-10q.htm,0001058290-16-000074,CTSH/0001058290-16-000074,0.42,0.41
CTSH,10-Q (Quarterly report),2016-05-06,2016-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829016000061/ctsh2016331-10q.htm,0001058290-16-000061,CTSH/0001058290-16-000061,0.73,0.72
CTSH,10-Q (Quarterly report),2015-11-05,2015-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829015000033/ctsh2015930-10q.htm,0001058290-15-000033,CTSH/0001058290-15-000033,0.65,0.65
CTSH,10-Q (Quarterly report),2015-08-06,2015-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829015000021/ctsh2015630-10q.htm,0001058290-15-000021,CTSH/0001058290-15-000021,0.69,0.68
CTSH,10-Q (Quarterly report),2015-05-04,2015-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829015000012/ctsh2015331-10q.htm,0001058290-15-000012,CTSH/0001058290-15-000012,0.63,0.62
CTSH,10-Q (Quarterly report),2014-11-06,2014-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829014000010/ctsh2014930-10q.htm,0001058290-14-000010,CTSH/0001058290-14-000010,0.58,0.58
CTSH,10-Q (Quarterly report),2014-08-07,2014-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000105829014000006/ctsh2014630-10q.htm,0001058290-14-000006,CTSH/0001058290-14-000006,0.61,0.61
CTSH,10-Q (Quarterly report),2014-05-08,2014-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000119312514190136/d716396d10q.htm,0001193125-14-190136,CTSH/0001193125-14-190136,0.57,0.57
CTSH,10-Q (Quarterly report),2013-11-06,2013-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000119312513430266/d623203d10q.htm,0001193125-13-430266,CTSH/0001193125-13-430266,1.06,1.05
CTSH,10-Q (Quarterly report),2013-08-07,2013-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000119312513324493/d579434d10q.htm,0001193125-13-324493,CTSH/0001193125-13-324493,1.0,0.99
CTSH,10-Q (Quarterly report),2013-05-09,2013-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000119312513211250/d534464d10q.htm,0001193125-13-211250,CTSH/0001193125-13-211250,0.94,0.93
CTSH,10-Q (Quarterly report),2012-11-08,2012-09-30,https://www.sec.gov/Archives/edgar/data/1058290/000119312512460681/d434230d10q.htm,0001193125-12-460681,CTSH/0001193125-12-460681,0.93,0.91
CTSH,10-Q (Quarterly report),2012-08-06,2012-06-30,https://www.sec.gov/Archives/edgar/data/1058290/000119312512337988/d391375d10q.htm,0001193125-12-337988,CTSH/0001193125-12-337988,0.83,0.82
CTSH,10-Q (Quarterly report),2012-05-09,2012-03-31,https://www.sec.gov/Archives/edgar/data/1058290/000119312512222218/d327228d10q.htm,0001193125-12-222218,CTSH/0001193125-12-222218,0.8,0.79
ULTA,10-Q (Quarterly report),2024-12-05,2024-11-02,https://www.sec.gov/Archives/edgar/data/1403568/000155837024016048/ulta-20241102x10q.htm,0001558370-24-016048,ULTA/0001558370-24-016048,5.16,5.14
ULTA,10-Q (Quarterly report),2024-08-29,2024-08-03,https://www.sec.gov/Archives/edgar/data/1403568/000155837024012542/ulta-20240803x10q.htm,0001558370-24-012542,ULTA/0001558370-24-012542,5.32,5.3
ULTA,10-Q (Quarterly report),2024-05-30,2024-05-04,https://www.sec.gov/Archives/edgar/data/1403568/000155837024008777/ulta-20240504x10q.htm,0001558370-24-008777,ULTA/0001558370-24-008777,6.51,6.47
ULTA,10-Q (Quarterly report),2023-11-30,2023-10-28,https://www.sec.gov/Archives/edgar/data/1403568/000155837023019393/ulta-20231028x10q.htm,0001558370-23-019393,ULTA/0001558370-23-019393,5.09,5.07
ULTA,10-Q (Quarterly report),2023-08-24,2023-07-29,https://www.sec.gov/Archives/edgar/data/1403568/000155837023015253/ulta-20230729x10q.htm,0001558370-23-015253,ULTA/0001558370-23-015253,6.05,6.02
ULTA,10-Q (Quarterly report),2023-05-25,2023-04-29,https://www.sec.gov/Archives/edgar/data/1403568/000155837023010464/ulta-20230429x10q.htm,0001558370-23-010464,ULTA/0001558370-23-010464,6.92,6.88
ULTA,10-Q (Quarterly report),2022-12-01,2022-10-29,https://www.sec.gov/Archives/edgar/data/1403568/000155837022018318/ulta-20221029x10q.htm,0001558370-22-018318,ULTA/0001558370-22-018318,5.37,5.34
ULTA,10-Q (Quarterly report),2022-08-25,2022-07-30,https://www.sec.gov/Archives/edgar/data/1403568/000155837022013983/ulta-20220730x10q.htm,0001558370-22-013983,ULTA/0001558370-22-013983,5.73,5.7
ULTA,10-Q (Quarterly report),2022-05-26,2022-04-30,https://www.sec.gov/Archives/edgar/data/1403568/000155837022009401/ulta-20220430x10q.htm,0001558370-22-009401,ULTA/0001558370-22-009401,6.34,6.3
ULTA,10-Q (Quarterly report),2021-12-02,2021-10-30,https://www.sec.gov/Archives/edgar/data/1403568/000155837021016478/ulta-20211030x10q.htm,0001558370-21-016478,ULTA/0001558370-21-016478,3.97,3.94
ULTA,10-Q (Quarterly report),2021-08-25,2021-07-31,https://www.sec.gov/Archives/edgar/data/1403568/000155837021012066/ulta-20210731x10q.htm,0001558370-21-012066,ULTA/0001558370-21-012066,,
ULTA,10-Q (Quarterly report),2021-05-27,2021-05-01,https://www.sec.gov/Archives/edgar/data/1403568/000155837021007802/ulta-20210501x10q.htm,0001558370-21-007802,ULTA/0001558370-21-007802,,
ULTA,10-Q (Quarterly report),2020-12-03,2020-10-31,https://www.sec.gov/Archives/edgar/data/1403568/000155837020014169/ulta-20201031x10q.htm,0001558370-20-014169,ULTA/0001558370-20-014169,1.33,1.32
ULTA,10-Q (Quarterly report),2020-08-27,2020-08-01,https://www.sec.gov/Archives/edgar/data/1403568/000155837020010881/ulta-20200801x10q.htm,0001558370-20-010881,ULTA/0001558370-20-010881,,
ULTA,10-Q (Quarterly report),2020-05-28,2020-05-02,https://www.sec.gov/Archives/edgar/data/1403568/000155837020007085/ulta-20200528x10q.htm,0001558370-20-007085,ULTA/0001558370-20-007085,,
ULTA,10-Q (Quarterly report),2019-12-05,2019-11-02,https://www.sec.gov/Archives/edgar/data/1403568/000155837019011366/ulta-20191102x10qdf6081.htm,0001558370-19-011366,ULTA/0001558370-19-011366,2.25,2.25
ULTA,10-Q (Quarterly report),2019-08-29,2019-08-03,https://www.sec.gov/Archives/edgar/data/1403568/000155837019008397/ulta-20190803x10q.htm,0001558370-19-008397,ULTA/0001558370-19-008397,2.77,2.76
ULTA,10-Q (Quarterly report),2019-05-30,2019-05-04,https://www.sec.gov/Archives/edgar/data/1403568/000155837019005390/ulta-20190504x10q.htm,0001558370-19-005390,ULTA/0001558370-19-005390,3.28,3.26
ULTA,10-Q (Quarterly report),2018-12-06,2018-11-03,https://www.sec.gov/Archives/edgar/data/1403568/000155837018009611/ulta-20181103x10q.htm,0001558370-18-009611,ULTA/0001558370-18-009611,2.2,2.18
ULTA,10-Q (Quarterly report),2018-08-30,2018-08-04,https://www.sec.gov/Archives/edgar/data/1403568/000155837018007310/ulta-20180804x10q.htm,0001558370-18-007310,ULTA/0001558370-18-007310,2.47,2.46
ULTA,10-Q (Quarterly report),2018-06-01,2018-05-05,https://www.sec.gov/Archives/edgar/data/1403568/000155837018005078/ulta-20180505x10q.htm,0001558370-18-005078,ULTA/0001558370-18-005078,2.71,2.7
ULTA,10-Q (Quarterly report),2017-11-30,2017-10-28,https://www.sec.gov/Archives/edgar/data/1403568/000155837017009136/ulta-20171028x10q.htm,0001558370-17-009136,ULTA/0001558370-17-009136,1.71,1.7
ULTA,10-Q (Quarterly report),2017-08-31,2017-07-29,https://www.sec.gov/Archives/edgar/data/1403568/000119312517274347/d377957d10q.htm,0001193125-17-274347,ULTA/0001193125-17-274347,1.84,1.83
ULTA,10-Q (Quarterly report),2017-06-01,2017-04-29,https://www.sec.gov/Archives/edgar/data/1403568/000119312517191202/d383633d10q.htm,0001193125-17-191202,ULTA/0001193125-17-191202,2.06,2.05
ULTA,10-Q (Quarterly report),2016-12-01,2016-10-29,https://www.sec.gov/Archives/edgar/data/1403568/000119312516782523/d287538d10q.htm,0001193125-16-782523,ULTA/0001193125-16-782523,1.4,1.4
ULTA,10-Q (Quarterly report),2016-08-25,2016-07-30,https://www.sec.gov/Archives/edgar/data/1403568/000119312516691686/d208916d10q.htm,0001193125-16-691686,ULTA/0001193125-16-691686,1.44,1.43
ULTA,10-Q (Quarterly report),2016-06-02,2016-04-30,https://www.sec.gov/Archives/edgar/data/1403568/000119312516611186/d194350d10q.htm,0001193125-16-611186,ULTA/0001193125-16-611186,1.46,1.45
ULTA,10-Q (Quarterly report),2015-12-03,2015-10-31,https://www.sec.gov/Archives/edgar/data/1403568/000119312515394322/d26958d10q.htm,0001193125-15-394322,ULTA/0001193125-15-394322,1.11,1.11
ULTA,10-Q (Quarterly report),2015-09-03,2015-08-01,https://www.sec.gov/Archives/edgar/data/1403568/000119312515311849/d67045d10q.htm,0001193125-15-311849,ULTA/0001193125-15-311849,1.16,1.15
ULTA,10-Q (Quarterly report),2015-06-04,2015-05-02,https://www.sec.gov/Archives/edgar/data/1403568/000119312515213217/d914024d10q.htm,0001193125-15-213217,ULTA/0001193125-15-213217,1.04,1.04
ULTA,10-Q (Quarterly report),2014-12-04,2014-11-01,https://www.sec.gov/Archives/edgar/data/1403568/000119312514433486/d823754d10q.htm,0001193125-14-433486,ULTA/0001193125-14-433486,0.92,0.91
ULTA,10-Q (Quarterly report),2014-09-11,2014-08-02,https://www.sec.gov/Archives/edgar/data/1403568/000119312514339142/d779314d10q.htm,0001193125-14-339142,ULTA/0001193125-14-339142,1.72,1.71
ULTA,10-Q (Quarterly report),2014-06-10,2014-05-03,https://www.sec.gov/Archives/edgar/data/1403568/000119312514231957/d725605d10q.htm,0001193125-14-231957,ULTA/0001193125-14-231957,0.78,0.77
ULTA,10-Q (Quarterly report),2013-12-05,2013-11-02,https://www.sec.gov/Archives/edgar/data/1403568/000119312513463551/d623534d10q.htm,0001193125-13-463551,ULTA/0001193125-13-463551,0.71,0.7
ULTA,10-Q (Quarterly report),2013-09-12,2013-08-03,https://www.sec.gov/Archives/edgar/data/1403568/000119312513365298/d582936d10q.htm,0001193125-13-365298,ULTA/0001193125-13-365298,0.7,0.7
ULTA,10-Q (Quarterly report),2013-06-11,2013-05-04,https://www.sec.gov/Archives/edgar/data/1403568/000119312513254753/d535909d10q.htm,0001193125-13-254753,ULTA/0001193125-13-254753,0.66,0.65
ULTA,10-Q (Quarterly report),2012-11-29,2012-10-27,https://www.sec.gov/Archives/edgar/data/1403568/000119312512485695/d418173d10q.htm,0001193125-12-485695,ULTA/0001193125-12-485695,0.6,0.59
ULTA,10-Q (Quarterly report),2012-09-06,2012-07-28,https://www.sec.gov/Archives/edgar/data/1403568/000119312512382984/d380346d10q.htm,0001193125-12-382984,ULTA/0001193125-12-382984,0.55,0.54
ULTA,10-Q (Quarterly report),2012-06-05,2012-04-28,https://www.sec.gov/Archives/edgar/data/1403568/000119312512260203/d354441d10q.htm,0001193125-12-260203,ULTA/0001193125-12-260203,0.56,0.54
AIG,10-Q (Quarterly report),2024-11-07,2024-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527224000126/aig-20240930.htm,0000005272-24-000126,AIG/0000005272-24-000126,0.51,0.5
AIG,10-Q (Quarterly report),2024-08-01,2024-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527224000079/aig-20240630.htm,0000005272-24-000079,AIG/0000005272-24-000079,-0.88,-0.88
AIG,10-Q (Quarterly report),2024-05-02,2024-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527224000051/aig-20240331.htm,0000005272-24-000051,AIG/0000005272-24-000051,1.6,1.57
AIG,10-Q (Quarterly report),2023-11-02,2023-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527223000045/aig-20230930.htm,0000005272-23-000045,AIG/0000005272-23-000045,0.36,0.36
AIG,10-Q (Quarterly report),2023-08-02,2023-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527223000033/aig-20230630.htm,0000005272-23-000033,AIG/0000005272-23-000033,0.36,0.36
AIG,10-Q (Quarterly report),2023-05-05,2023-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527223000023/aig-20230331.htm,0000005272-23-000023,AIG/0000005272-23-000023,-1.92,-1.92
AIG,10-Q (Quarterly report),2022-11-02,2022-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527222000027/aig-20220930.htm,0000005272-22-000027,AIG/0000005272-22-000027,0.43,0.42
AIG,10-Q (Quarterly report),2022-08-09,2022-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527222000021/aig-20220630.htm,0000005272-22-000021,AIG/0000005272-22-000021,0.45,0.42
AIG,10-Q (Quarterly report),2022-05-05,2022-03-31,https://www.sec.gov/Archives/edgar/data/5272/000110465922056167/aig-20220331.htm,0001104659-22-056167,AIG/0001104659-22-056167,0.75,0.74
AIG,10-Q (Quarterly report),2021-11-05,2021-09-30,https://www.sec.gov/Archives/edgar/data/5272/000110465921134956/aig-20210930.htm,0001104659-21-134956,AIG/0001104659-21-134956,0.45,0.43
AIG,10-Q (Quarterly report),2021-08-06,2021-06-30,https://www.sec.gov/Archives/edgar/data/5272/000110465921101301/aig-20210630.htm,0001104659-21-101301,AIG/0001104659-21-101301,-0.15,-0.15
AIG,10-Q (Quarterly report),2021-05-07,2021-03-31,https://www.sec.gov/Archives/edgar/data/5272/000110465921062977/aig-20210331.htm,0001104659-21-062977,AIG/0001104659-21-062977,0.43,0.42
AIG,10-Q (Quarterly report),2020-11-06,2020-09-30,https://www.sec.gov/Archives/edgar/data/5272/000110465920122282/aig-20200930.htm,0001104659-20-122282,AIG/0001104659-20-122282,2.23,2.18
AIG,10-Q (Quarterly report),2020-08-04,2020-06-30,https://www.sec.gov/Archives/edgar/data/5272/000110465920090177/aig-20200630.htm,0001104659-20-090177,AIG/0001104659-20-090177,1.13,1.12
AIG,10-Q (Quarterly report),2020-05-05,2020-03-31,https://www.sec.gov/Archives/edgar/data/5272/000110465920056631/aig-20200331.htm,0001104659-20-056631,AIG/0001104659-20-056631,0.42,0.41
AIG,10-Q (Quarterly report),2019-11-01,2019-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527219000054/aig-20190930.htm,0000005272-19-000054,AIG/0000005272-19-000054,1.25,1.2
AIG,10-Q (Quarterly report),2019-08-08,2019-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527219000047/aig-20190630.htm,0000005272-19-000047,AIG/0000005272-19-000047,0.45,0.43
AIG,10-Q (Quarterly report),2019-05-07,2019-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527219000031/maindocument001.htm,0000005272-19-000031,AIG/0000005272-19-000031,0.45,0.43
AIG,10-Q (Quarterly report),2018-11-02,2018-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527218000043/maindocument001.htm,0000005272-18-000043,AIG/0000005272-18-000043,0.45,0.43
AIG,10-Q (Quarterly report),2018-08-03,2018-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527218000037/maindocument001.htm,0000005272-18-000037,AIG/0000005272-18-000037,1.25,1.2
AIG,10-Q (Quarterly report),2018-05-03,2018-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527218000031/maindocument001.htm,0000005272-18-000031,AIG/0000005272-18-000031,1.25,1.2
AIG,10-Q (Quarterly report),2017-11-03,2017-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527217000044/maindocument001.htm,0000005272-17-000044,AIG/0000005272-17-000044,0.45,0.43
AIG,10-Q (Quarterly report),2017-08-03,2017-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527217000031/maindocument001.htm,0000005272-17-000031,AIG/0000005272-17-000031,0.35,0.34
AIG,10-Q (Quarterly report),2017-05-04,2017-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527217000024/maindocument001.htm,0000005272-17-000024,AIG/0000005272-17-000024,0.43,0.42
AIG,10-Q (Quarterly report),2016-11-03,2016-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527216000052/maindocument001.htm,0000005272-16-000052,AIG/0000005272-16-000052,0.43,0.42
AIG,10-Q (Quarterly report),2016-08-02,2016-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527216000046/maindocument001.htm,0000005272-16-000046,AIG/0000005272-16-000046,0.45,0.43
AIG,10-Q (Quarterly report),2016-05-02,2016-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527216000041/maindocument001.htm,0000005272-16-000041,AIG/0000005272-16-000041,-0.16,-0.16
AIG,10-Q (Quarterly report),2015-11-02,2015-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527215000018/maindocument001.htm,0000005272-15-000018,AIG/0000005272-15-000018,0.47,0.46
AIG,10-Q (Quarterly report),2015-08-03,2015-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527215000009/maindocument001.htm,0000005272-15-000009,AIG/0000005272-15-000009,0.43,0.42
AIG,10-Q (Quarterly report),2015-05-04,2015-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527215000006/maindocument001.htm,0000005272-15-000006,AIG/0000005272-15-000006,1.81,1.78
AIG,10-Q (Quarterly report),2014-11-03,2014-09-30,https://www.sec.gov/Archives/edgar/data/5272/000000527214000013/maindocument001.htm,0000005272-14-000013,AIG/0000005272-14-000013,1.54,1.52
AIG,10-Q (Quarterly report),2014-08-04,2014-06-30,https://www.sec.gov/Archives/edgar/data/5272/000000527214000010/maindocument001.htm,0000005272-14-000010,AIG/0000005272-14-000010,2.11,2.08
AIG,10-Q (Quarterly report),2014-05-05,2014-03-31,https://www.sec.gov/Archives/edgar/data/5272/000000527214000007/maindocument001.htm,0000005272-14-000007,AIG/0000005272-14-000007,1.23,1.2
AIG,10-Q (Quarterly report),2013-10-31,2013-09-30,https://www.sec.gov/Archives/edgar/data/5272/000104746913010141/a2217159z10-q.htm,0001047469-13-010141,AIG/0001047469-13-010141,0.42,0.41
AIG,10-Q (Quarterly report),2013-08-05,2013-06-30,https://www.sec.gov/Archives/edgar/data/5272/000104746913008075/a2216136z10-q.htm,0001047469-13-008075,AIG/0001047469-13-008075,0.34,0.33
AIG,10-Q (Quarterly report),2013-05-02,2013-03-31,https://www.sec.gov/Archives/edgar/data/5272/000104746913005458/a2214786z10-q.htm,0001047469-13-005458,AIG/0001047469-13-005458,1.07,1.05
AIG,10-Q (Quarterly report),2012-11-01,2012-09-30,https://www.sec.gov/Archives/edgar/data/5272/000104746912009952/a2211130z10-q.htm,0001047469-12-009952,AIG/0001047469-12-009952,1.25,1.2
AIG,10-Q (Quarterly report),2012-08-02,2012-06-30,https://www.sec.gov/Archives/edgar/data/5272/000104746912007690/a2210431z10-q.htm,0001047469-12-007690,AIG/0001047469-12-007690,0.43,0.42
AIG,10-Q (Quarterly report),2012-05-03,2012-03-31,https://www.sec.gov/Archives/edgar/data/5272/000104746912005310/a2209238z10-q.htm,0001047469-12-005310,AIG/0001047469-12-005310,0.23,0.22
GRMN,10-Q (Quarterly report),2024-10-30,2024-09-28,https://www.sec.gov/Archives/edgar/data/1121788/000095017024118582/grmn-20240928.htm,0000950170-24-118582,GRMN/0000950170-24-118582,2.08,2.07
GRMN,10-Q (Quarterly report),2024-07-31,2024-06-29,https://www.sec.gov/Archives/edgar/data/1121788/000095017024088230/grmn-20240629.htm,0000950170-24-088230,GRMN/0000950170-24-088230,1.57,1.56
GRMN,10-Q (Quarterly report),2024-05-01,2024-03-30,https://www.sec.gov/Archives/edgar/data/1121788/000095017024050879/grmn-20240330.htm,0000950170-24-050879,GRMN/0000950170-24-050879,1.44,1.43
GRMN,10-Q (Quarterly report),2023-11-01,2023-09-30,https://www.sec.gov/Archives/edgar/data/1121788/000095017023057115/grmn-20230930.htm,0000950170-23-057115,GRMN/0000950170-23-057115,1.34,1.34
GRMN,10-Q (Quarterly report),2023-08-02,2023-07-01,https://www.sec.gov/Archives/edgar/data/1121788/000095017023036762/grmn-20230701.htm,0000950170-23-036762,GRMN/0000950170-23-036762,1.51,1.5
GRMN,10-Q (Quarterly report),2023-05-03,2023-04-01,https://www.sec.gov/Archives/edgar/data/1121788/000095017023016873/grmn-20230401.htm,0000950170-23-016873,GRMN/0000950170-23-016873,1.06,1.05
GRMN,10-Q (Quarterly report),2022-10-26,2022-09-24,https://www.sec.gov/Archives/edgar/data/1121788/000095017022020097/grmn-20220924.htm,0000950170-22-020097,GRMN/0000950170-22-020097,1.09,1.09
GRMN,10-Q (Quarterly report),2022-07-27,2022-06-25,https://www.sec.gov/Archives/edgar/data/1121788/000095017022013146/grmn-20220625.htm,0000950170-22-013146,GRMN/0000950170-22-013146,1.34,1.33
GRMN,10-Q (Quarterly report),2022-04-27,2022-03-26,https://www.sec.gov/Archives/edgar/data/1121788/000095017022006271/grmn-20220326.htm,0000950170-22-006271,GRMN/0000950170-22-006271,1.1,1.09
GRMN,10-Q (Quarterly report),2021-10-27,2021-09-25,https://www.sec.gov/Archives/edgar/data/1121788/000095017021002333/grmn-20210925.htm,0000950170-21-002333,GRMN/0000950170-21-002333,1.35,1.34
GRMN,10-Q (Quarterly report),2021-07-28,2021-06-26,https://www.sec.gov/Archives/edgar/data/1121788/000095017021000551/grmn-20210626.htm,0000950170-21-000551,GRMN/0000950170-21-000551,1.65,1.64
GRMN,10-Q (Quarterly report),2021-04-28,2021-03-27,https://www.sec.gov/Archives/edgar/data/1121788/000095017021000047/grmn-20210327.htm,0000950170-21-000047,GRMN/0000950170-21-000047,1.15,1.14
GRMN,10-Q (Quarterly report),2020-10-28,2020-09-26,https://www.sec.gov/Archives/edgar/data/1121788/000156459020048151/grmn-10q_20200926.htm,0001564590-20-048151,GRMN/0001564590-20-048151,1.64,1.63
GRMN,10-Q (Quarterly report),2020-07-29,2020-06-27,https://www.sec.gov/Archives/edgar/data/1121788/000156459020034060/grmn-10q_20200627.htm,0001564590-20-034060,GRMN/0001564590-20-034060,0.96,0.96
GRMN,10-Q (Quarterly report),2020-04-29,2020-03-28,https://www.sec.gov/Archives/edgar/data/1121788/000156459020019417/grmn-10q_20200328.htm,0001564590-20-019417,GRMN/0001564590-20-019417,0.84,0.84
GRMN,10-Q (Quarterly report),2019-10-30,2019-09-28,https://www.sec.gov/Archives/edgar/data/1121788/000121390019021444/f10q0919_garminltd.htm,0001213900-19-021444,GRMN/0001213900-19-021444,1.2,1.19
GRMN,10-Q (Quarterly report),2019-07-31,2019-06-29,https://www.sec.gov/Archives/edgar/data/1121788/000121390019014087/grmn-20190629.htm,0001213900-19-014087,GRMN/0001213900-19-014087,1.18,1.17
GRMN,10-Q (Quarterly report),2019-05-01,2019-03-30,https://www.sec.gov/Archives/edgar/data/1121788/000161577419006777/s117621_10q.htm,0001615774-19-006777,GRMN/0001615774-19-006777,0.74,0.74
GRMN,10-Q (Quarterly report),2018-10-31,2018-09-29,https://www.sec.gov/Archives/edgar/data/1121788/000161577418011588/s113478_10q.htm,0001615774-18-011588,GRMN/0001615774-18-011588,0.98,0.97
GRMN,10-Q (Quarterly report),2018-08-01,2018-06-30,https://www.sec.gov/Archives/edgar/data/1121788/000161577418007281/s111561_10q.htm,0001615774-18-007281,GRMN/0001615774-18-007281,1.01,1.0
GRMN,10-Q (Quarterly report),2018-05-02,2018-03-31,https://www.sec.gov/Archives/edgar/data/1121788/000161577418003148/s109796_10q.htm,0001615774-18-003148,GRMN/0001615774-18-003148,0.69,0.68
GRMN,10-Q (Quarterly report),2017-11-01,2017-09-30,https://www.sec.gov/Archives/edgar/data/1121788/000161577417006096/s107880_10q.htm,0001615774-17-006096,GRMN/0001615774-17-006096,0.79,0.78
GRMN,10-Q (Quarterly report),2017-08-02,2017-07-01,https://www.sec.gov/Archives/edgar/data/1121788/000161577417004027/s106931_10q.htm,0001615774-17-004027,GRMN/0001615774-17-004027,0.91,0.91
GRMN,10-Q (Quarterly report),2017-05-03,2017-04-01,https://www.sec.gov/Archives/edgar/data/1121788/000161577417002050/s105936_10q.htm,0001615774-17-002050,GRMN/0001615774-17-002050,1.26,1.26
GRMN,10-Q (Quarterly report),2016-10-26,2016-09-24,https://www.sec.gov/Archives/edgar/data/1121788/000161577416007773/s104335_10q.htm,0001615774-16-007773,GRMN/0001615774-16-007773,0.66,0.66
