symbol,period,year,quarter,actual,estimate,surprise,surprisePercent
APH,2021-09-30,2021,3,0.325,0.3169,0.0081,2.556
APH,2021-06-30,2021,2,0.305,0.2795,0.0255,9.1234
APH,2021-03-31,2021,1,0.26,0.238,0.022,9.2437
APH,2020-12-31,2020,4,0.2825,0.257,0.0255,9.9222
APH,2020-09-30,2020,3,0.2725,0.2212,0.0513,23.1917
APH,2020-06-30,2020,2,0.2025,0.1577,0.0448,28.4084
APH,2020-03-31,2020,1,0.1775,0.1845,-0.007,-3.794
APH,2019-12-31,2019,4,0.245,0.2294,0.0156,6.8003
APH,2019-09-30,2019,3,0.2375,0.22,0.0175,7.9545
APH,2019-06-30,2019,2,0.23,0.2342,-0.0042,-1.7933
APH,2019-03-31,2019,1,0.2225,0.2224,0.0001,0.045
APH,2018-12-31,2018,4,0.2625,0.2461,0.0164,6.664
APH,2018-09-30,2018,3,0.2475,0.2356,0.0119,5.0509
APH,2018-06-30,2018,2,0.225,0.2151,0.0099,4.6025
APH,2018-03-31,2018,1,0.2075,0.2023,0.0052,2.5704
APH,2017-12-31,2017,4,0.2325,0.206,0.0265,12.8641
APH,2017-09-30,2017,3,0.22,0.1993,0.0207,10.3864
APH,2017-06-30,2017,2,0.2025,0.1822,0.0203,11.1416
APH,2017-03-31,2017,1,0.1775,0.1678,0.0097,5.7807
APH,2016-12-31,2016,4,0.1875,0.1818,0.0057,3.1353
APH,2016-09-30,2016,3,0.1825,0.1731,0.0094,5.4304
APH,2016-06-30,2016,2,0.1625,0.1593,0.0032,2.0088
APH,2016-03-31,2016,1,0.1475,0.1427,0.0048,3.3637
APH,2015-12-31,2015,4,0.1575,0.1487,0.0088,5.918
APH,2015-09-30,2015,3,0.1625,0.1647,-0.0022,-1.3358
ADI,2024-12-31,2024,4,1.67,1.6531,0.0169,1.0223
ADI,2024-09-30,2024,3,1.58,1.5208,0.0592,3.8927
ADI,2024-06-30,2024,2,1.4,1.277,0.123,9.6319
ADI,2024-03-31,2024,1,1.73,1.7223,0.0077,0.4471
ADI,2023-12-31,2023,4,2.01,2.0216,-0.0116,-0.5738
ADI,2023-09-30,2023,3,2.49,2.5461,-0.0561,-2.2034
ADI,2023-06-30,2023,2,2.83,2.7772,0.0528,1.9012
ADI,2023-03-31,2023,1,2.75,2.6275,0.1225,4.6622
ADI,2022-12-31,2022,4,2.73,2.6078,0.1222,4.6859
ADI,2022-09-30,2022,3,2.52,2.4559,0.0641,2.61
ADI,2022-06-30,2022,2,2.4,2.1272,0.2728,12.8244
ADI,2022-03-31,2022,1,1.94,1.7943,0.1457,8.1202
ADI,2021-12-31,2021,4,1.73,1.7171,0.0129,0.7513
ADI,2021-09-30,2021,3,1.72,1.6351,0.0849,5.1923
ADI,2021-06-30,2021,2,1.54,1.467,0.073,4.9761
ADI,2021-03-31,2021,1,1.44,1.3345,0.1055,7.9056
ADI,2020-12-31,2020,4,1.44,1.3382,0.1018,7.6072
ADI,2020-09-30,2020,3,1.36,1.2971,0.0629,4.8493
ADI,2020-06-30,2020,2,1.08,1.0386,0.0414,3.9861
ADI,2020-03-31,2020,1,1.03,1.0085,0.0215,2.1319
ADI,2019-12-31,2019,4,1.19,1.2304,-0.0404,-3.2835
ADI,2019-09-30,2019,3,1.26,1.2366,0.0234,1.8923
ADI,2019-06-30,2019,2,1.36,1.3128,0.0472,3.5954
ADI,2019-03-31,2019,1,1.33,1.2893,0.0407,3.1568
ADI,2018-12-31,2018,4,1.55,1.5382,0.0118,0.7671
ADI,2018-09-30,2018,3,1.53,1.475,0.055,3.7288
ADI,2018-06-30,2018,2,1.45,1.3889,0.0611,4.3992
ADI,2018-03-31,2018,1,1.42,1.2996,0.1204,9.2644
ADI,2017-12-31,2017,4,1.45,1.377,0.073,5.3014
ADI,2017-09-30,2017,3,1.26,1.1565,0.1035,8.9494
ADI,2017-06-30,2017,2,1.03,0.8434,0.1866,22.1247
ADI,2017-03-31,2017,1,0.94,0.7421,0.1979,26.6676
ADI,2016-12-31,2016,4,1.05,0.9028,0.1472,16.3048
ADI,2016-09-30,2016,3,0.82,0.7631,0.0569,7.4564
ADI,2016-06-30,2016,2,0.64,0.6283,0.0117,1.8622
ADI,2016-03-31,2016,1,0.56,0.536,0.024,4.4776
ADI,2015-12-31,2015,4,1.03,0.837,0.193,23.0585
ADI,2015-09-30,2015,3,0.77,0.7501,0.0199,2.653
ANSS,2024-12-31,2024,4,4.44,4.0117,0.4283,10.6763
ANSS,2024-09-30,2024,3,2.58,1.7581,0.8219,46.7493
ANSS,2024-06-30,2024,2,2.5,1.955,0.545,27.8772
ANSS,2024-03-31,2024,1,1.39,1.9448,-0.5548,-28.5274
ANSS,2023-12-31,2023,4,3.94,3.7847,0.1553,4.1034
ANSS,2023-09-30,2023,3,1.41,1.2892,0.1208,9.3702
ANSS,2023-06-30,2023,2,1.6,1.5155,0.0845,5.5757
ANSS,2023-03-31,2023,1,1.85,1.6451,0.2049,12.4552
ANSS,2022-12-31,2022,4,3.09,2.8519,0.2381,8.3488
ANSS,2022-09-30,2022,3,1.77,1.6638,0.1062,6.383
ANSS,2022-06-30,2022,2,1.77,1.634,0.136,8.3231
ANSS,2022-03-31,2022,1,1.36,1.1637,0.1963,16.8686
ANSS,2021-12-31,2021,4,2.81,2.7628,0.0472,1.7084
ANSS,2021-09-30,2021,3,1.59,1.3699,0.2201,16.0669
ANSS,2021-06-30,2021,2,1.85,1.5946,0.2554,16.0166
ANSS,2021-03-31,2021,1,1.12,0.8579,0.2621,30.5513
ANSS,2020-12-31,2020,4,2.96,2.5958,0.3642,14.0304
ANSS,2020-09-30,2020,3,1.36,1.2827,0.0773,6.0264
ANSS,2020-06-30,2020,2,1.55,1.1872,0.3628,30.5593
ANSS,2020-03-31,2020,1,0.83,0.8137,0.0163,2.0032
ANSS,2019-12-31,2019,4,2.24,2.0183,0.2217,10.9845
ANSS,2019-09-30,2019,3,1.42,1.2896,0.1304,10.1117
ANSS,2019-06-30,2019,2,1.61,1.3046,0.3054,23.4095
ANSS,2019-03-31,2019,1,1.29,1.1182,0.1718,15.364
ANSS,2018-12-31,2018,4,2.13,1.5244,0.6056,39.7271
ANSS,2018-09-30,2018,3,1.31,1.0958,0.2142,19.5474
ANSS,2018-06-30,2018,2,1.35,1.1189,0.2311,20.6542
ANSS,2018-03-31,2018,1,1.2,1.0579,0.1421,13.4323
ANSS,2017-12-31,2017,4,1.07,1.0528,0.0172,1.6337
ANSS,2017-09-30,2017,3,1.05,0.9884,0.0616,6.2323
ANSS,2017-06-30,2017,2,0.99,0.9333,0.0567,6.0752
ANSS,2017-03-31,2017,1,0.89,0.8517,0.0383,4.4969
ANSS,2016-12-31,2016,4,0.98,0.9821,-0.0021,-0.2138
ANSS,2016-09-30,2016,3,0.95,0.9384,0.0116,1.2361
ANSS,2016-06-30,2016,2,0.93,0.8992,0.0308,3.4253
ANSS,2016-03-31,2016,1,0.77,0.7786,-0.0086,-1.1045
ANSS,2015-12-31,2015,4,0.91,0.8874,0.0226,2.5468
ANSS,2015-09-30,2015,3,0.9,0.8893,0.0107,1.2032
ANSS,2015-06-30,2015,2,0.85,0.8318,0.0182,2.188
AON,2024-12-31,2024,4,4.42,4.2899,0.1301,3.0327
AON,2024-09-30,2024,3,2.72,2.5017,0.2183,8.7261
AON,2024-06-30,2024,2,2.93,3.1132,-0.1832,-5.8846
AON,2024-03-31,2024,1,5.66,5.9729,-0.3129,-5.2387
AON,2023-12-31,2023,4,3.89,4.105,-0.215,-5.2375
AON,2023-09-30,2023,3,2.32,2.2355,0.0845,3.7799
AON,2023-06-30,2023,2,2.76,2.8664,-0.1064,-3.712
AON,2023-03-31,2023,1,5.17,5.3733,-0.2033,-3.7835
AON,2022-12-31,2022,4,3.89,3.6914,0.1986,5.3801
AON,2022-09-30,2022,3,2.02,2.0147,0.0053,0.2631
AON,2022-06-30,2022,2,2.63,2.5819,0.0481,1.863
AON,2022-03-31,2022,1,4.83,4.8598,-0.0298,-0.6132
AON,2021-12-31,2021,4,3.71,3.3829,0.3271,9.6692
AON,2021-09-30,2021,3,1.74,1.7213,0.0187,1.0864
AON,2021-06-30,2021,2,2.29,1.8744,0.4156,22.1724
AON,2021-03-31,2021,1,4.28,4.089,0.191,4.6711
AON,2020-12-31,2020,4,2.62,2.4835,0.1365,5.4963
AON,2020-09-30,2020,3,1.53,1.5044,0.0256,1.7017
AON,2020-06-30,2020,2,1.96,1.9488,0.0112,0.5747
AON,2020-03-31,2020,1,3.68,3.6979,-0.0179,-0.4841
AON,2019-12-31,2019,4,2.53,2.4971,0.0329,1.3175
AON,2019-09-30,2019,3,1.45,1.444,0.006,0.4155
AON,2019-06-30,2019,2,1.87,1.8889,-0.0189,-1.0006
AON,2019-03-31,2019,1,3.31,3.3388,-0.0288,-0.8626
AON,2018-12-31,2018,4,2.16,2.1512,0.0088,0.4091
AON,2018-09-30,2018,3,1.3,1.2324,0.0676,5.4852
AON,2018-06-30,2018,2,1.71,1.6593,0.0507,3.0555
AON,2018-03-31,2018,1,2.97,2.841,0.129,4.5407
AON,2017-12-31,2017,4,2.35,2.3703,-0.0203,-0.8564
AON,2017-09-30,2017,3,1.29,1.2894,0.0006,0.0465
AON,2017-06-30,2017,2,1.45,1.4653,-0.0153,-1.0442
AON,2017-03-31,2017,1,1.45,1.2988,0.1512,11.6415
AON,2016-12-31,2016,4,2.56,2.5179,0.0421,1.672
AON,2016-09-30,2016,3,1.29,1.2826,0.0074,0.577
AON,2016-06-30,2016,2,1.39,1.4025,-0.0125,-0.8913
AON,2016-03-31,2016,1,1.35,1.3394,0.0106,0.7914
AON,2015-12-31,2015,4,2.27,2.1058,0.1642,7.7975
AON,2015-09-30,2015,3,1.24,1.2502,-0.0102,-0.8159
AAPL,2024-09-30,2024,4,1.64,1.6343,0.0057,0.3488
AAPL,2024-06-30,2024,3,1.4,1.3732,0.0268,1.9516
AAPL,2024-03-31,2024,2,1.53,1.5304,-0.0004,-0.0261
AAPL,2023-12-31,2024,1,2.18,2.1401,0.0399,1.8644
AAPL,2023-09-30,2023,4,1.46,1.4194,0.0406,2.8604
AAPL,2023-06-30,2023,3,1.26,1.2183,0.0417,3.4228
AAPL,2023-03-31,2023,2,1.52,1.4623,0.0577,3.9458
AAPL,2022-12-31,2023,1,1.88,1.9744,-0.0944,-4.7812
AAPL,2022-09-30,2022,4,1.29,1.2957,-0.0057,-0.4399
AAPL,2022-06-30,2022,3,1.2,1.1855,0.0145,1.2231
AAPL,2022-03-31,2022,2,1.52,1.4566,0.0634,4.3526
AAPL,2021-12-31,2022,1,2.1,1.9268,0.1732,8.989
AAPL,2021-09-30,2021,4,1.24,1.261,-0.021,-1.6653
AAPL,2021-06-30,2021,3,1.3,1.0269,0.2731,26.5946
AAPL,2021-03-31,2021,2,1.4,1.0064,0.3936,39.1097
AAPL,2020-12-31,2021,1,1.68,1.4398,0.2402,16.6829
AAPL,2020-09-30,2020,4,0.73,0.7142,0.0158,2.2123
AAPL,2020-06-30,2020,3,0.645,0.5211,0.1239,23.7766
AAPL,2020-03-31,2020,2,0.6375,0.5766,0.0609,10.5619
AAPL,2019-12-31,2020,1,1.2475,1.1596,0.0879,7.5802
AAPL,2019-09-30,2019,4,0.7575,0.724,0.0335,4.6271
AAPL,2019-06-30,2019,3,0.545,0.535,0.01,1.8692
AAPL,2019-03-31,2019,2,0.615,0.6022,0.0128,2.1255
AAPL,2018-12-31,2019,1,1.045,1.0626,-0.0176,-1.6563
AAPL,2018-09-30,2018,4,0.7275,0.7097,0.0178,2.5081
AAPL,2018-06-30,2018,3,0.585,0.5562,0.0288,5.178
AAPL,2018-03-31,2018,2,0.6825,0.6816,0.0009,0.132
AAPL,2017-12-31,2018,1,0.9725,0.9835,-0.011,-1.1185
AAPL,2017-09-30,2017,4,0.5175,0.4762,0.0413,8.6728
AAPL,2017-06-30,2017,3,0.4175,0.4007,0.0168,4.1927
AAPL,2017-03-31,2017,2,0.525,0.5151,0.0099,1.922
AAPL,2016-12-31,2017,1,0.84,0.8195,0.0205,2.5015
AAPL,2016-09-30,2016,4,0.4175,0.4223,-0.0048,-1.1366
AAPL,2016-06-30,2016,3,0.355,0.3529,0.0021,0.5951
AAPL,2016-03-31,2016,2,0.475,0.5094,-0.0344,-6.753
AAPL,2015-12-31,2016,1,0.82,0.823,-0.003,-0.3645
AAPL,2015-09-30,2015,4,0.49,0.4794,0.0106,2.2111
AMAT,2024-12-31,2024,4,2.32,2.2342,0.0858,3.8403
AMAT,2024-09-30,2024,3,2.12,2.0641,0.0559,2.7082
AMAT,2024-06-30,2024,2,2.09,2.0289,0.0611,3.0115
AMAT,2024-03-31,2024,1,2.13,1.9437,0.1863,9.5848
AMAT,2023-12-31,2023,4,2.12,2.0381,0.0819,4.0184
AMAT,2023-09-30,2023,3,1.9,1.775,0.125,7.0423
AMAT,2023-06-30,2023,2,2,1.8759,0.1241,6.6155
AMAT,2023-03-31,2023,1,2.03,1.9712,0.0588,2.983
AMAT,2022-12-31,2022,4,2.03,1.7621,0.2679,15.2035
AMAT,2022-09-30,2022,3,1.94,1.8296,0.1104,6.0341
AMAT,2022-06-30,2022,2,1.85,1.9387,-0.0887,-4.5752
AMAT,2022-03-31,2022,1,1.89,1.892,-0.002,-0.1057
AMAT,2021-12-31,2021,4,1.94,1.9925,-0.0525,-2.6349
AMAT,2021-09-30,2021,3,1.9,1.8083,0.0917,5.0711
AMAT,2021-06-30,2021,2,1.63,1.5407,0.0893,5.7961
AMAT,2021-03-31,2021,1,1.39,1.3018,0.0882,6.7752
AMAT,2020-12-31,2020,4,1.25,1.1946,0.0554,4.6375
AMAT,2020-09-30,2020,3,1.06,0.9722,0.0878,9.0311
AMAT,2020-06-30,2020,2,0.89,0.9564,-0.0664,-6.9427
AMAT,2020-03-31,2020,1,0.98,0.9443,0.0357,3.7806
AMAT,2019-12-31,2019,4,0.8,0.7744,0.0256,3.3058
AMAT,2019-09-30,2019,3,0.74,0.7151,0.0249,3.482
AMAT,2019-06-30,2019,2,0.7,0.6722,0.0278,4.1357
AMAT,2019-03-31,2019,1,0.81,0.8068,0.0032,0.3966
AMAT,2018-12-31,2018,4,0.97,0.9852,-0.0152,-1.5428
AMAT,2018-09-30,2018,3,1.2,1.1906,0.0094,0.7895
AMAT,2018-06-30,2018,2,1.22,1.1633,0.0567,4.8741
AMAT,2018-03-31,2018,1,1.06,1.0002,0.0598,5.9788
AMAT,2017-12-31,2017,4,0.93,0.9241,0.0059,0.6385
AMAT,2017-09-30,2017,3,0.86,0.8524,0.0076,0.8916
AMAT,2017-06-30,2017,2,0.79,0.7782,0.0118,1.5163
AMAT,2017-03-31,2017,1,0.67,0.6706,-0.0006,-0.0895
AMAT,2016-12-31,2016,4,0.66,0.667,-0.007,-1.0495
AMAT,2016-09-30,2016,3,0.5,0.4854,0.0146,3.0078
AMAT,2016-06-30,2016,2,0.34,0.3251,0.0149,4.5832
AMAT,2016-03-31,2016,1,0.26,0.2588,0.0012,0.4637
AMAT,2015-12-31,2015,4,0.29,0.2936,-0.0036,-1.2262
AMAT,2015-09-30,2015,3,0.33,0.3373,-0.0073,-2.1642
APTV,2024-12-31,2024,4,1.74,1.682,0.058,3.4483
APTV,2024-09-30,2024,3,1.83,1.7147,0.1153,6.7242
APTV,2024-06-30,2024,2,1.58,1.4475,0.1325,9.1537
APTV,2024-03-31,2024,1,1.16,1.0351,0.1249,12.0665
APTV,2023-12-31,2023,4,1.4,1.3588,0.0412,3.0321
APTV,2023-09-30,2023,3,1.3,1.2533,0.0467,3.7262
APTV,2023-06-30,2023,2,1.25,1.0352,0.2148,20.7496
APTV,2023-03-31,2023,1,0.91,0.9184,-0.0084,-0.9146
APTV,2022-12-31,2022,4,1.27,1.241,0.029,2.3368
APTV,2022-09-30,2022,3,1.28,1.0141,0.2659,26.2203
APTV,2022-06-30,2022,2,0.22,0.5908,-0.3708,-62.7624
APTV,2022-03-31,2022,1,0.63,0.622,0.008,1.2862
APTV,2021-12-31,2021,4,0.56,0.5648,-0.0048,-0.8499
APTV,2021-09-30,2021,3,0.38,0.3795,0.0005,0.1318
APTV,2021-06-30,2021,2,0.6,0.6843,-0.0843,-12.3192
APTV,2021-03-31,2021,1,1.06,0.8005,0.2595,32.4172
APTV,2020-12-31,2020,4,1.13,1.0298,0.1002,9.73
APTV,2020-09-30,2020,3,1.13,0.7767,0.3533,45.4873
APTV,2020-06-30,2020,2,-1.1,-1.4051,0.3051,21.7138
APTV,2020-03-31,2020,1,0.68,0.3538,0.3262,92.199
APTV,2019-12-31,2019,4,1.15,1.04,0.11,10.5769
APTV,2019-09-30,2019,3,1.37,1.2901,0.0799,6.1933
APTV,2019-06-30,2019,2,1.33,1.1594,0.1706,14.7145
APTV,2019-03-31,2019,1,1.05,1.0273,0.0227,2.2097
APTV,2018-12-31,2018,4,1.34,1.2288,0.1112,9.0495
APTV,2018-09-30,2018,3,1.24,1.2223,0.0177,1.4481
APTV,2018-06-30,2018,2,1.4,1.3794,0.0206,1.4934
APTV,2018-03-31,2018,1,1.29,1.2245,0.0655,5.3491
APTV,2017-12-31,2017,4,1.28,1.3344,-0.0544,-4.0767
APTV,2017-09-30,2017,3,1.66,1.5984,0.0616,3.8539
APTV,2017-06-30,2017,2,1.71,1.6867,0.0233,1.3814
APTV,2017-03-31,2017,1,1.59,1.4882,0.1018,6.8405
APTV,2016-12-31,2016,4,1.83,1.6323,0.1977,12.1117
APTV,2016-09-30,2016,3,1.5,1.4566,0.0434,2.9795
APTV,2016-06-30,2016,2,1.59,1.5764,0.0136,0.8627
APTV,2016-03-31,2016,1,1.36,1.3679,-0.0079,-0.5775
APTV,2015-12-31,2015,4,1.39,1.4095,-0.0195,-1.3835
APTV,2015-09-30,2015,3,1.28,1.2973,-0.0173,-1.3335
ACGL,2024-12-31,2024,4,2.26,1.8598,0.4002,21.5184
ACGL,2024-09-30,2024,3,1.99,1.9972,-0.0072,-0.3605
ACGL,2024-06-30,2024,2,2.57,2.2525,0.3175,14.0954
ACGL,2024-03-31,2024,1,2.45,2.14,0.31,14.486
ACGL,2023-12-31,2023,4,2.49,2.0676,0.4224,20.4295
ACGL,2023-09-30,2023,3,2.31,1.6398,0.6702,40.8708
ACGL,2023-06-30,2023,2,1.92,1.6162,0.3038,18.7972
ACGL,2023-03-31,2023,1,1.73,1.476,0.254,17.2087
ACGL,2022-12-31,2022,4,2.14,1.364,0.776,56.8915
ACGL,2022-09-30,2022,3,0.28,0.1724,0.1076,62.413
ACGL,2022-06-30,2022,2,1.34,1.1088,0.2312,20.8514
ACGL,2022-03-31,2022,1,1.1,1.0811,0.0189,1.7482
ACGL,2021-12-31,2021,4,1.27,1.0187,0.2513,24.6687
ACGL,2021-09-30,2021,3,0.74,0.3629,0.3771,103.9129
ACGL,2021-06-30,2021,2,1,0.8624,0.1376,15.9555
ACGL,2021-03-31,2021,1,0.59,0.4617,0.1283,27.7886
ACGL,2020-12-31,2020,4,0.56,0.3872,0.1728,44.6281
ACGL,2020-09-30,2020,3,0.29,0.1605,0.1295,80.6854
ACGL,2020-06-30,2020,2,0.04,-0.2379,0.2779,116.8138
ACGL,2020-03-31,2020,1,0.46,0.446,0.014,3.139
ACGL,2019-12-31,2019,4,0.74,0.6902,0.0498,7.2153
ACGL,2019-09-30,2019,3,0.63,0.637,-0.007,-1.0989
ACGL,2019-06-30,2019,2,0.77,0.6861,0.0839,12.2285
ACGL,2019-03-31,2019,1,0.67,0.6285,0.0415,6.603
ACGL,2018-12-31,2018,4,0.46,0.3877,0.0723,18.6484
ACGL,2018-09-30,2018,3,0.59,0.5263,0.0637,12.1034
ACGL,2018-06-30,2018,2,0.59,0.5399,0.0501,9.2795
ACGL,2018-03-31,2018,1,0.56333,0.528,0.03533,6.6913
ACGL,2017-12-31,2017,4,0.44666999999999996,0.3784,0.06827,18.0418
ACGL,2017-09-30,2017,3,-0.26333,-0.2075,-0.05583,-26.906
ACGL,2017-06-30,2017,2,0.40333,0.4066,-0.00327,-0.8042
ACGL,2017-03-31,2017,1,0.47333000000000003,0.4471,0.02623,5.8667
ACGL,2016-12-31,2016,4,0.37667,0.3299,0.04677,14.177
ACGL,2016-09-30,2016,3,0.38,0.3495,0.0305,8.7268
ACGL,2016-06-30,2016,2,0.37667,0.3272,0.04947,15.1192
ACGL,2016-03-31,2016,1,0.39,0.3745,0.0155,4.1389
ACGL,2015-12-31,2015,4,0.38333,0.3603,0.02303,6.3919
ACGL,2015-09-30,2015,3,0.33666999999999997,0.3278,0.00887,2.7059
AJG,2024-12-31,2024,4,2.13,2.0543,0.0757,3.685
AJG,2024-09-30,2024,3,2.26,2.294,-0.034,-1.4821
AJG,2024-06-30,2024,2,2.26,2.2618,-0.0018,-0.0796
AJG,2024-03-31,2024,1,3.49,3.444,0.046,1.3357
AJG,2023-12-31,2023,4,1.85,1.8666,-0.0166,-0.8893
AJG,2023-09-30,2023,3,2,1.9679,0.0321,1.6312
AJG,2023-06-30,2023,2,1.9,1.8804,0.0196,1.0423
AJG,2023-03-31,2023,1,3.03,3.0237,0.0063,0.2084
AJG,2022-12-31,2022,4,1.3,1.5124,-0.2124,-14.0439
AJG,2022-09-30,2022,3,1.72,1.6812,0.0388,2.3079
AJG,2022-06-30,2022,2,1.7,1.6965,0.0035,0.2063
AJG,2022-03-31,2022,1,2.81,2.763,0.047,1.701
AJG,2021-12-31,2021,4,0.98,0.9508,0.0292,3.0711
AJG,2021-09-30,2021,3,1.33,1.226,0.104,8.4829
AJG,2021-06-30,2021,2,1.17,1.1514,0.0186,1.6154
AJG,2021-03-31,2021,1,2.02,1.8576,0.1624,8.7425
AJG,2020-12-31,2020,4,0.88,0.7911,0.0889,11.2375
AJG,2020-09-30,2020,3,1.08,0.9325,0.1475,15.8177
AJG,2020-06-30,2020,2,0.94,0.732,0.208,28.4153
AJG,2020-03-31,2020,1,1.83,1.7487,0.0813,4.6492
AJG,2019-12-31,2019,4,0.58,0.5277,0.0523,9.9109
AJG,2019-09-30,2019,3,0.8,0.8012,-0.0012,-0.1498
AJG,2019-06-30,2019,2,0.65,0.6197,0.0303,4.8895
AJG,2019-03-31,2019,1,1.63,1.6217,0.0083,0.5118
AJG,2018-12-31,2018,4,0.53,0.5216,0.0084,1.6104
AJG,2018-09-30,2018,3,0.78,0.7777,0.0023,0.2957
AJG,2018-06-30,2018,2,0.62,0.6335,-0.0135,-2.131
AJG,2018-03-31,2018,1,1.52,1.4616,0.0584,3.9956
AJG,2017-12-31,2017,4,0.82,0.7542,0.0658,8.7245
AJG,2017-09-30,2017,3,0.81,0.8014,0.0086,1.0731
AJG,2017-06-30,2017,2,1.03,1.0378,-0.0078,-0.7516
AJG,2017-03-31,2017,1,0.4,0.3911,0.0089,2.2756
AJG,2016-12-31,2016,4,0.66,0.6659,-0.0059,-0.886
AJG,2016-09-30,2016,3,0.77,0.7684,0.0016,0.2082
AJG,2016-06-30,2016,2,0.97,0.9693,0.0007,0.0722
AJG,2016-03-31,2016,1,0.34,0.3012,0.0388,12.8818
AJG,2015-12-31,2015,4,0.59,0.5517,0.0383,6.9422
AJG,2015-09-30,2015,3,0.77,0.7004,0.0696,9.9372
AIZ,2024-12-31,2024,4,4.79,4.1727,0.6173,14.7938
AIZ,2024-09-30,2024,3,3,2.5466,0.4534,17.8041
AIZ,2024-06-30,2024,2,4.08,3.6562,0.4238,11.5913
AIZ,2024-03-31,2024,1,4.78,3.913,0.867,22.1569
AIZ,2023-12-31,2023,4,4.58,3.7586,0.8214,21.8539
AIZ,2023-09-30,2023,3,4.29,2.6015,1.6885,64.9049
AIZ,2023-06-30,2023,2,3.89,2.5971,1.2929,49.7824
AIZ,2023-03-31,2023,1,2.75,2.3403,0.4097,17.5063
AIZ,2022-12-31,2022,4,3.23,2.7385,0.4915,17.9478
AIZ,2022-09-30,2022,3,1.01,1.1918,-0.1818,-15.2542
AIZ,2022-06-30,2022,2,2.95,3.1903,-0.2403,-7.5322
AIZ,2022-03-31,2022,1,3.75,2.8987,0.8513,29.3683
AIZ,2021-12-31,2021,4,2.47,2.3255,0.1445,6.2137
AIZ,2021-09-30,2021,3,1.41,1.919,-0.509,-26.5242
AIZ,2021-06-30,2021,2,2.99,2.5293,0.4607,18.2145
AIZ,2021-03-31,2021,1,3.03,1.9756,1.0544,53.3711
AIZ,2020-12-31,2020,4,1.82,2.0968,-0.2768,-13.2011
AIZ,2020-09-30,2020,3,1.41,1.01,0.4,39.604
AIZ,2020-06-30,2020,2,2.75,2.1109,0.6391,30.2762
AIZ,2020-03-31,2020,1,2.64,2.4492,0.1908,7.7903
AIZ,2019-12-31,2019,4,2.25,2.4139,-0.1639,-6.7898
AIZ,2019-09-30,2019,3,1.69,1.6665,0.0235,1.4101
AIZ,2019-06-30,2019,2,2.34,2.1109,0.2291,10.8532
AIZ,2019-03-31,2019,1,2.21,2.1533,0.0567,2.6332
AIZ,2018-12-31,2018,4,0.77,0.4646,0.3054,65.734
AIZ,2018-09-30,2018,3,1.06,1.0353,0.0247,2.3858
AIZ,2018-06-30,2018,2,2.13,1.7776,0.3524,19.8245
AIZ,2018-03-31,2018,1,2,1.9468,0.0532,2.7327
AIZ,2017-12-31,2017,4,1.84,1.6194,0.2206,13.6223
AIZ,2017-09-30,2017,3,-1.4,-1.7406,0.3406,19.568
AIZ,2017-06-30,2017,2,1.63,1.5978,0.0322,2.0153
AIZ,2017-03-31,2017,1,1.87,1.5318,0.3382,22.0786
AIZ,2016-12-31,2016,4,0.46,0.2936,0.1664,56.6757
AIZ,2016-09-30,2016,3,1,0.9928,0.0072,0.7252
AIZ,2016-06-30,2016,2,1.42,1.3635,0.0565,4.1437
AIZ,2016-03-31,2016,1,1.52,1.2412,0.2788,22.4621
AIZ,2015-12-31,2015,4,0.97,1.5235,-0.5535,-36.3308
AIZ,2015-09-30,2015,3,1.71,1.5772,0.1328,8.42
ADSK,2024-03-31,2024,4,2.09,1.9882,0.1018,5.1202
ADSK,2023-12-31,2024,3,2.07,2.0333,0.0367,1.8049
ADSK,2023-09-30,2024,2,1.91,1.7599,0.1501,8.5289
ADSK,2023-06-30,2024,1,1.55,1.584,-0.034,-2.1465
ADSK,2023-03-31,2023,4,1.86,1.8446,0.0154,0.8349
ADSK,2022-12-31,2023,3,1.7,1.7352,-0.0352,-2.0286
ADSK,2022-09-30,2023,2,1.65,1.6051,0.0449,2.7973
ADSK,2022-06-30,2023,1,1.43,1.3682,0.0618,4.5169
ADSK,2022-03-31,2022,4,1.5,1.4669,0.0331,2.2565
ADSK,2021-12-31,2022,3,1.331,1.2802,0.0508,3.9681
ADSK,2021-09-30,2022,2,1.21,1.1501,0.0599,5.2082
ADSK,2021-06-30,2022,1,1.03,0.96,0.07,7.2917
ADSK,2021-03-31,2021,4,1.18,1.0951,0.0849,7.7527
ADSK,2020-12-31,2021,3,1.04,0.9798,0.0602,6.1441
ADSK,2020-09-30,2021,2,0.98,0.9146,0.0654,7.1507
ADSK,2020-06-30,2021,1,0.85,0.8169,0.0331,4.0519
ADSK,2020-03-31,2020,4,0.92,0.9092,0.0108,1.1879
ADSK,2019-12-31,2020,3,0.78,0.7386,0.0414,5.6052
ADSK,2019-09-30,2020,2,0.65,0.6261,0.0239,3.8173
ADSK,2019-06-30,2020,1,0.45,0.4763,-0.0263,-5.5217
ADSK,2019-03-31,2019,4,0.46,0.4291,0.0309,7.2011
ADSK,2018-12-31,2019,3,0.29,0.2726,0.0174,6.383
ADSK,2018-09-30,2019,2,0.19,0.1579,0.0321,20.3293
ADSK,2018-06-30,2019,1,0.06,0.0323,0.0277,85.7585
ADSK,2018-03-31,2018,4,-0.09,-0.1162,0.0262,22.5473
ADSK,2017-12-31,2018,3,-0.12,-0.133,0.013,9.7744
